index,date,appliance,time,consumption,house,Month,Weekday
3036,2012-10-19,Lamp,Afternoon,108269.24042000032,04,October,Friday
3037,2012-10-19,Lamp,Evening,98201.04318000001,04,October,Friday
3038,2012-10-19,Lamp,Morning,98219.85357999973,04,October,Friday
3039,2012-10-19,Lamp,Night,35336.6102800002,04,October,Friday
3040,2012-10-19,Stereo and laptop,Afternoon,0.0,04,October,Friday
3041,2012-10-19,Stereo and laptop,Evening,0.0,04,October,Friday
3042,2012-10-19,Stereo and laptop,Morning,0.0,04,October,Friday
3043,2012-10-19,Stereo and laptop,Night,0.0,04,October,Friday
3044,2012-10-19,Tablet,Afternoon,20096.35005999974,04,October,Friday
3045,2012-10-19,Tablet,Evening,17892.721269999893,04,October,Friday
3046,2012-10-19,Tablet,Morning,24571.875189999624,04,October,Friday
3047,2012-10-19,Tablet,Night,31785.624959999586,04,October,Friday
3048,2012-10-20,Entertainment,Afternoon,388901.36331997934,04,October,Saturday
3049,2012-10-20,Entertainment,Evening,1334858.2856999973,04,October,Saturday
3050,2012-10-20,Entertainment,Morning,471630.56891997723,04,October,Saturday
3051,2012-10-20,Entertainment,Night,981136.5971999969,04,October,Saturday
3052,2012-10-20,Freezer,Afternoon,3671096.9792000237,04,October,Saturday
3053,2012-10-20,Freezer,Evening,2830957.770400012,04,October,Saturday
3054,2012-10-20,Freezer,Morning,5049597.187000046,04,October,Saturday
3055,2012-10-20,Freezer,Night,5897150.18190008,04,October,Saturday
3056,2012-10-20,Fridge,Afternoon,447387.2902600035,04,October,Saturday
3057,2012-10-20,Fridge,Evening,440564.810670004,04,October,Saturday
3058,2012-10-20,Fridge,Morning,663898.2087400061,04,October,Saturday
3059,2012-10-20,Fridge,Night,840308.6485400079,04,October,Saturday
3060,2012-10-20,Kitchen appliances,Afternoon,1946.4788400000002,04,October,Saturday
3061,2012-10-20,Kitchen appliances,Evening,356273.3333000002,04,October,Saturday
3062,2012-10-20,Kitchen appliances,Morning,438050.45939999435,04,October,Saturday
3063,2012-10-20,Kitchen appliances,Night,3280.217400000001,04,October,Saturday
3064,2012-10-20,Lamp,Afternoon,153484.043580001,04,October,Saturday
3065,2012-10-20,Lamp,Evening,100393.84494000093,04,October,Saturday
3066,2012-10-20,Lamp,Morning,239916.68030000478,04,October,Saturday
3067,2012-10-20,Lamp,Night,75178.83340000131,04,October,Saturday
3068,2012-10-20,Stereo and laptop,Afternoon,0.0,04,October,Saturday
3069,2012-10-20,Stereo and laptop,Evening,0.0,04,October,Saturday
3070,2012-10-20,Stereo and laptop,Morning,0.0,04,October,Saturday
3071,2012-10-20,Stereo and laptop,Night,0.0,04,October,Saturday
3072,2012-10-20,Tablet,Afternoon,21702.268719999858,04,October,Saturday
3073,2012-10-20,Tablet,Evening,16872.537409999717,04,October,Saturday
3074,2012-10-20,Tablet,Morning,28261.845529999606,04,October,Saturday
3075,2012-10-20,Tablet,Night,30690.115349999476,04,October,Saturday
3076,2012-10-21,Entertainment,Afternoon,812735.3794200195,04,October,Sunday
3077,2012-10-21,Entertainment,Evening,1498697.3695000221,04,October,Sunday
3078,2012-10-21,Entertainment,Morning,1700768.4031800076,04,October,Sunday
3079,2012-10-21,Entertainment,Night,753637.135599997,04,October,Sunday
3080,2012-10-21,Freezer,Afternoon,3685684.9652000144,04,October,Sunday
3081,2012-10-21,Freezer,Evening,2868674.3161000125,04,October,Sunday
3082,2012-10-21,Freezer,Morning,4963456.749400017,04,October,Sunday
3083,2012-10-21,Freezer,Night,5709970.497600096,04,October,Sunday
3084,2012-10-21,Fridge,Afternoon,418872.8653800045,04,October,Sunday
3085,2012-10-21,Fridge,Evening,437919.5013500045,04,October,Sunday
3086,2012-10-21,Fridge,Morning,722182.143390005,04,October,Sunday
3087,2012-10-21,Fridge,Night,695007.4075300057,04,October,Sunday
3088,2012-10-21,Kitchen appliances,Afternoon,2078.494280000001,04,October,Sunday
3089,2012-10-21,Kitchen appliances,Evening,1758.1099200000015,04,October,Sunday
3090,2012-10-21,Kitchen appliances,Morning,456831.21857999434,04,October,Sunday
3091,2012-10-21,Kitchen appliances,Night,2890.5567599999995,04,October,Sunday
3092,2012-10-21,Lamp,Afternoon,71235.2624200012,04,October,Sunday
3093,2012-10-21,Lamp,Evening,131947.60378000178,04,October,Sunday
3094,2012-10-21,Lamp,Morning,49549.706220000124,04,October,Sunday
3095,2012-10-21,Lamp,Night,54723.456040000056,04,October,Sunday
3096,2012-10-21,Tablet,Afternoon,20306.539039999643,04,October,Sunday
3097,2012-10-21,Tablet,Evening,16373.937039999684,04,October,Sunday
3098,2012-10-21,Tablet,Morning,27595.67651999951,04,October,Sunday
3099,2012-10-21,Tablet,Night,32773.994299999395,04,October,Sunday
3100,2012-10-22,Entertainment,Afternoon,1703959.9860000333,04,October,Monday
3101,2012-10-22,Entertainment,Evening,1061827.9987200208,04,October,Monday
3102,2012-10-22,Entertainment,Morning,518401.1871999769,04,October,Monday
3103,2012-10-22,Entertainment,Night,872393.1234400265,04,October,Monday
3104,2012-10-22,Freezer,Afternoon,3633598.939500078,04,October,Monday
3105,2012-10-22,Freezer,Evening,2960699.6649999907,04,October,Monday
3106,2012-10-22,Freezer,Morning,4978153.9780001,04,October,Monday
3107,2012-10-22,Freezer,Night,5819343.326899994,04,October,Monday
3108,2012-10-22,Fridge,Afternoon,588262.3940200066,04,October,Monday
3109,2012-10-22,Fridge,Evening,428245.56607000425,04,October,Monday
3110,2012-10-22,Fridge,Morning,709849.9244300065,04,October,Monday
3111,2012-10-22,Fridge,Night,685316.8844000093,04,October,Monday
3112,2012-10-22,Kitchen appliances,Afternoon,2002.7730000000006,04,October,Monday
3113,2012-10-22,Kitchen appliances,Evening,420077.40279999736,04,October,Monday
3114,2012-10-22,Kitchen appliances,Morning,414311.7700199954,04,October,Monday
3115,2012-10-22,Kitchen appliances,Night,3344.6469600000023,04,October,Monday
3116,2012-10-22,Lamp,Afternoon,25089.237960000137,04,October,Monday
3117,2012-10-22,Lamp,Evening,117053.31610000243,04,October,Monday
3118,2012-10-22,Lamp,Morning,101771.61335999993,04,October,Monday
3119,2012-10-22,Lamp,Night,54522.015520000146,04,October,Monday
3120,2012-10-22,Tablet,Afternoon,19566.960669999815,04,October,Monday
3121,2012-10-22,Tablet,Evening,16588.045769999808,04,October,Monday
3122,2012-10-22,Tablet,Morning,28350.207029999583,04,October,Monday
3123,2012-10-22,Tablet,Night,31619.869769999405,04,October,Monday
3124,2012-10-23,Entertainment,Afternoon,927996.1218999815,04,October,Tuesday
3125,2012-10-23,Entertainment,Evening,1036204.9524200114,04,October,Tuesday
3126,2012-10-23,Entertainment,Morning,396533.1364199785,04,October,Tuesday
3127,2012-10-23,Entertainment,Night,936352.1669799982,04,October,Tuesday
3128,2012-10-23,Freezer,Afternoon,3510276.0768000307,04,October,Tuesday
3129,2012-10-23,Freezer,Evening,2988552.7147000195,04,October,Tuesday
3130,2012-10-23,Freezer,Morning,4989317.842500081,04,October,Tuesday
3131,2012-10-23,Freezer,Night,5703042.647800041,04,October,Tuesday
3132,2012-10-23,Fridge,Afternoon,524232.51216000435,04,October,Tuesday
3133,2012-10-23,Fridge,Evening,404436.40383000264,04,October,Tuesday
3134,2012-10-23,Fridge,Morning,703818.5929000031,04,October,Tuesday
3135,2012-10-23,Fridge,Night,808997.933970007,04,October,Tuesday
3136,2012-10-23,Kitchen appliances,Afternoon,168527.59068000002,04,October,Tuesday
3137,2012-10-23,Kitchen appliances,Evening,289729.93257999985,04,October,Tuesday
3138,2012-10-23,Kitchen appliances,Morning,300297.9408599979,04,October,Tuesday
3139,2012-10-23,Kitchen appliances,Night,3349.5025200000014,04,October,Tuesday
3140,2012-10-23,Lamp,Afternoon,68351.08190000008,04,October,Tuesday
3141,2012-10-23,Lamp,Evening,86818.63543999995,04,October,Tuesday
3142,2012-10-23,Lamp,Morning,131579.49232000308,04,October,Tuesday
3143,2012-10-23,Lamp,Night,55950.406860001145,04,October,Tuesday
3144,2012-10-23,Tablet,Afternoon,19921.44300999967,04,October,Tuesday
3145,2012-10-23,Tablet,Evening,17073.22784999976,04,October,Tuesday
3146,2012-10-23,Tablet,Morning,28884.057049999552,04,October,Tuesday
3147,2012-10-23,Tablet,Night,29960.739379999508,04,October,Tuesday
3148,2012-10-24,Entertainment,Afternoon,1140982.049579989,04,October,Wednesday
3149,2012-10-24,Entertainment,Evening,1371246.9862000116,04,October,Wednesday
3150,2012-10-24,Entertainment,Morning,533462.9891199756,04,October,Wednesday
3151,2012-10-24,Entertainment,Night,928291.4177199958,04,October,Wednesday
3152,2012-10-24,Freezer,Afternoon,3717564.52710002,04,October,Wednesday
3153,2012-10-24,Freezer,Evening,2742414.940900008,04,October,Wednesday
3154,2012-10-24,Freezer,Morning,5020951.895900082,04,October,Wednesday
3155,2012-10-24,Freezer,Night,5899989.056100005,04,October,Wednesday
3156,2012-10-24,Fridge,Afternoon,547438.6971300051,04,October,Wednesday
3157,2012-10-24,Fridge,Evening,419874.94494000357,04,October,Wednesday
3158,2012-10-24,Fridge,Morning,586555.2525900039,04,October,Wednesday
3159,2012-10-24,Fridge,Night,713062.868810003,04,October,Wednesday
3160,2012-10-24,Kitchen appliances,Afternoon,2043.9110400000009,04,October,Wednesday
3161,2012-10-24,Kitchen appliances,Evening,373390.69580000045,04,October,Wednesday
3162,2012-10-24,Kitchen appliances,Morning,309189.9571599969,04,October,Wednesday
3163,2012-10-24,Kitchen appliances,Night,3243.9141000000004,04,October,Wednesday
3164,2012-10-24,Lamp,Afternoon,55858.20826000001,04,October,Wednesday
3165,2012-10-24,Lamp,Evening,73478.83955000069,04,October,Wednesday
3166,2012-10-24,Lamp,Morning,187511.76058000568,04,October,Wednesday
3167,2012-10-24,Lamp,Night,47247.82006000029,04,October,Wednesday
3168,2012-10-24,Tablet,Afternoon,21732.610869999677,04,October,Wednesday
3169,2012-10-24,Tablet,Evening,16896.56368999976,04,October,Wednesday
3170,2012-10-24,Tablet,Morning,29438.786909999522,04,October,Wednesday
3171,2012-10-24,Tablet,Night,31578.001559999382,04,October,Wednesday
3172,2012-10-25,Entertainment,Afternoon,0.0,04,October,Thursday
3173,2012-10-25,Entertainment,Evening,0.0,04,October,Thursday
3174,2012-10-25,Entertainment,Morning,178475.71273999324,04,October,Thursday
3175,2012-10-25,Entertainment,Night,194324.2992399873,04,October,Thursday
3176,2012-10-25,Freezer,Afternoon,0.0,04,October,Thursday
3177,2012-10-25,Freezer,Evening,0.0,04,October,Thursday
3178,2012-10-25,Freezer,Morning,1667307.3238000118,04,October,Thursday
3179,2012-10-25,Freezer,Night,3498217.4912000345,04,October,Thursday
3180,2012-10-25,Fridge,Afternoon,0.0,04,October,Thursday
3181,2012-10-25,Fridge,Evening,0.0,04,October,Thursday
3182,2012-10-25,Fridge,Morning,198524.28985000163,04,October,Thursday
3183,2012-10-25,Fridge,Night,501031.96114000364,04,October,Thursday
3184,2012-10-25,Kitchen appliances,Afternoon,0.0,04,October,Thursday
3185,2012-10-25,Kitchen appliances,Evening,0.0,04,October,Thursday
3186,2012-10-25,Kitchen appliances,Morning,304857.3987399974,04,October,Thursday
3187,2012-10-25,Kitchen appliances,Night,2085.049080000001,04,October,Thursday
3188,2012-10-25,Lamp,Afternoon,0.0,04,October,Thursday
3189,2012-10-25,Lamp,Evening,0.0,04,October,Thursday
3190,2012-10-25,Lamp,Morning,39268.048540000134,04,October,Thursday
3191,2012-10-25,Lamp,Night,10327.625580000233,04,October,Thursday
3192,2012-10-25,Tablet,Afternoon,0.0,04,October,Thursday
3193,2012-10-25,Tablet,Evening,0.0,04,October,Thursday
3194,2012-10-25,Tablet,Morning,8090.876049999838,04,October,Thursday
3195,2012-10-25,Tablet,Night,20380.97015999957,04,October,Thursday
3196,2012-11-07,Entertainment,Afternoon,0.0,04,November,Wednesday
3197,2012-11-07,Entertainment,Evening,1204111.2246799348,04,November,Wednesday
3198,2012-11-07,Entertainment,Morning,0.0,04,November,Wednesday
3199,2012-11-07,Entertainment,Night,685782.925320018,04,November,Wednesday
3200,2012-11-07,Freezer,Afternoon,0.0,04,November,Wednesday
3201,2012-11-07,Freezer,Evening,2222667.46240003,04,November,Wednesday
3202,2012-11-07,Freezer,Morning,0.0,04,November,Wednesday
3203,2012-11-07,Freezer,Night,2218151.7456999873,04,November,Wednesday
3204,2012-11-07,Fridge,Afternoon,0.0,04,November,Wednesday
3205,2012-11-07,Fridge,Evening,349186.03277000424,04,November,Wednesday
3206,2012-11-07,Fridge,Morning,0.0,04,November,Wednesday
3207,2012-11-07,Fridge,Night,254792.3921900019,04,November,Wednesday
3208,2012-11-07,Kitchen appliances,Afternoon,0.0,04,November,Wednesday
3209,2012-11-07,Kitchen appliances,Evening,355193.6365599873,04,November,Wednesday
3210,2012-11-07,Kitchen appliances,Morning,0.0,04,November,Wednesday
3211,2012-11-07,Kitchen appliances,Night,5832.941040000031,04,November,Wednesday
3212,2012-11-07,Lamp,Afternoon,0.0,04,November,Wednesday
3213,2012-11-07,Lamp,Evening,70214.57004000041,04,November,Wednesday
3214,2012-11-07,Lamp,Morning,0.0,04,November,Wednesday
3215,2012-11-07,Lamp,Night,34569.10517999995,04,November,Wednesday
3216,2012-11-07,Stereo and laptop,Afternoon,0.0,04,November,Wednesday
3217,2012-11-07,Stereo and laptop,Evening,0.0,04,November,Wednesday
3218,2012-11-07,Stereo and laptop,Morning,0.0,04,November,Wednesday
3219,2012-11-07,Stereo and laptop,Night,94232.56108000423,04,November,Wednesday
3220,2012-11-08,Entertainment,Afternoon,1470697.9711199864,04,November,Thursday
3221,2012-11-08,Entertainment,Evening,927789.0019999726,04,November,Thursday
3222,2012-11-08,Entertainment,Morning,267380.01005998364,04,November,Thursday
3223,2012-11-08,Entertainment,Night,735095.5128999621,04,November,Thursday
3224,2012-11-08,Freezer,Afternoon,3496707.702000016,04,November,Thursday
3225,2012-11-08,Freezer,Evening,3005174.8859000113,04,November,Thursday
3226,2012-11-08,Freezer,Morning,4812980.877700037,04,November,Thursday
3227,2012-11-08,Freezer,Night,5785281.85340007,04,November,Thursday
3228,2012-11-08,Fridge,Afternoon,462979.0672400043,04,November,Thursday
3229,2012-11-08,Fridge,Evening,351155.4942700031,04,November,Thursday
3230,2012-11-08,Fridge,Morning,636675.5910100036,04,November,Thursday
3231,2012-11-08,Fridge,Night,781754.7265500055,04,November,Thursday
3232,2012-11-08,Kitchen appliances,Afternoon,168737.6611600028,04,November,Thursday
3233,2012-11-08,Kitchen appliances,Evening,457621.2995000009,04,November,Thursday
3234,2012-11-08,Kitchen appliances,Morning,317880.43527999,04,November,Thursday
3235,2012-11-08,Kitchen appliances,Night,14894.135640000077,04,November,Thursday
3236,2012-11-08,Lamp,Afternoon,48613.061099999955,04,November,Thursday
3237,2012-11-08,Lamp,Evening,74085.45660000069,04,November,Thursday
3238,2012-11-08,Lamp,Morning,60101.59806000002,04,November,Thursday
3239,2012-11-08,Lamp,Night,64536.714120000055,04,November,Thursday
3240,2012-11-08,Stereo and laptop,Afternoon,691.71442,04,November,Thursday
3241,2012-11-08,Stereo and laptop,Evening,260.2922400000001,04,November,Thursday
3242,2012-11-08,Stereo and laptop,Morning,1523.933200000003,04,November,Thursday
3243,2012-11-08,Stereo and laptop,Night,59649.90424000299,04,November,Thursday
3244,2012-11-09,Entertainment,Afternoon,651953.511080017,04,November,Friday
3245,2012-11-09,Entertainment,Evening,1152182.5737200177,04,November,Friday
3246,2012-11-09,Entertainment,Morning,719021.9071999727,04,November,Friday
3247,2012-11-09,Entertainment,Night,1480262.3784600354,04,November,Friday
3248,2012-11-09,Freezer,Afternoon,3683504.0393000487,04,November,Friday
3249,2012-11-09,Freezer,Evening,7788665.6159000145,04,November,Friday
3250,2012-11-09,Freezer,Morning,4914505.865700111,04,November,Friday
3251,2012-11-09,Freezer,Night,5694733.658900072,04,November,Friday
3252,2012-11-09,Fridge,Afternoon,434844.7886200035,04,November,Friday
3253,2012-11-09,Fridge,Evening,423806.0303500048,04,November,Friday
3254,2012-11-09,Fridge,Morning,571370.5202300036,04,November,Friday
3255,2012-11-09,Fridge,Night,762698.4186100084,04,November,Friday
3256,2012-11-09,Kitchen appliances,Afternoon,183294.6527200019,04,November,Friday
3257,2012-11-09,Kitchen appliances,Evening,449043.83787998767,04,November,Friday
3258,2012-11-09,Kitchen appliances,Morning,322531.6013999928,04,November,Friday
3259,2012-11-09,Kitchen appliances,Night,14954.760120000075,04,November,Friday
3260,2012-11-09,Lamp,Afternoon,162097.63390000194,04,November,Friday
3261,2012-11-09,Lamp,Evening,117759.06372000184,04,November,Friday
3262,2012-11-09,Lamp,Morning,60182.73132000015,04,November,Friday
3263,2012-11-09,Lamp,Night,26414.152520000232,04,November,Friday
3264,2012-11-09,Stereo and laptop,Afternoon,0.0,04,November,Friday
3265,2012-11-09,Stereo and laptop,Evening,0.0,04,November,Friday
3266,2012-11-09,Stereo and laptop,Morning,39715.86961000219,04,November,Friday
3267,2012-11-09,Stereo and laptop,Night,685.2137599999999,04,November,Friday
3268,2012-11-09,Tablet,Afternoon,16277.675019999811,04,November,Friday
3269,2012-11-09,Tablet,Evening,713.2448000000014,04,November,Friday
3270,2012-11-09,Tablet,Morning,0.0,04,November,Friday
3271,2012-11-09,Tablet,Night,530.475820000001,04,November,Friday
3272,2012-11-10,Entertainment,Afternoon,1383746.2968400146,04,November,Saturday
3273,2012-11-10,Entertainment,Evening,1513668.2982600548,04,November,Saturday
3274,2012-11-10,Entertainment,Morning,963277.3292800201,04,November,Saturday
3275,2012-11-10,Entertainment,Night,887670.5355200208,04,November,Saturday
3276,2012-11-10,Freezer,Afternoon,3658344.93340001,04,November,Saturday
3277,2012-11-10,Freezer,Evening,2918989.635200017,04,November,Saturday
3278,2012-11-10,Freezer,Morning,4957972.892999911,04,November,Saturday
3279,2012-11-10,Freezer,Night,5704962.556900008,04,November,Saturday
3280,2012-11-10,Fridge,Afternoon,442414.6673600052,04,November,Saturday
3281,2012-11-10,Fridge,Evening,434142.1169500031,04,November,Saturday
3282,2012-11-10,Fridge,Morning,707025.7756400055,04,November,Saturday
3283,2012-11-10,Fridge,Night,684498.2616400055,04,November,Saturday
3284,2012-11-10,Kitchen appliances,Afternoon,9589.493640000052,04,November,Saturday
3285,2012-11-10,Kitchen appliances,Evening,7578.0600000000395,04,November,Saturday
3286,2012-11-10,Kitchen appliances,Morning,506306.72773999255,04,November,Saturday
3287,2012-11-10,Kitchen appliances,Night,15395.927520000081,04,November,Saturday
3288,2012-11-10,Lamp,Afternoon,59484.60515999996,04,November,Saturday
3289,2012-11-10,Lamp,Evening,35875.71702000003,04,November,Saturday
3290,2012-11-10,Lamp,Morning,59353.77262000008,04,November,Saturday
3291,2012-11-10,Lamp,Night,87004.85072000163,04,November,Saturday
3292,2012-11-10,Stereo and laptop,Afternoon,0.0,04,November,Saturday
3293,2012-11-10,Stereo and laptop,Evening,0.0,04,November,Saturday
3294,2012-11-10,Stereo and laptop,Morning,0.0,04,November,Saturday
3295,2012-11-10,Stereo and laptop,Night,0.0,04,November,Saturday
3296,2012-11-10,Tablet,Afternoon,98577.01795999776,04,November,Saturday
3297,2012-11-10,Tablet,Evening,0.0,04,November,Saturday
3298,2012-11-10,Tablet,Morning,953.9649200000019,04,November,Saturday
3299,2012-11-10,Tablet,Night,833.5010000000018,04,November,Saturday
3300,2012-11-11,Entertainment,Afternoon,1067427.9690000173,04,November,Sunday
3301,2012-11-11,Entertainment,Evening,1749349.7371000473,04,November,Sunday
3302,2012-11-11,Entertainment,Morning,693797.0904599668,04,November,Sunday
3303,2012-11-11,Entertainment,Night,739747.271539997,04,November,Sunday
3304,2012-11-11,Freezer,Afternoon,3630408.288600068,04,November,Sunday
3305,2012-11-11,Freezer,Evening,2969117.403500015,04,November,Sunday
3306,2012-11-11,Freezer,Morning,4928264.361099958,04,November,Sunday
3307,2012-11-11,Freezer,Night,5695673.32950005,04,November,Sunday
3308,2012-11-11,Fridge,Afternoon,537848.0132800055,04,November,Sunday
3309,2012-11-11,Fridge,Evening,404479.343040004,04,November,Sunday
3310,2012-11-11,Fridge,Morning,577669.2450300031,04,November,Sunday
3311,2012-11-11,Fridge,Night,690001.7142300063,04,November,Sunday
3312,2012-11-11,Kitchen appliances,Afternoon,9479.07048000005,04,November,Sunday
3313,2012-11-11,Kitchen appliances,Evening,1184248.7105999726,04,November,Sunday
3314,2012-11-11,Kitchen appliances,Morning,430514.0316399931,04,November,Sunday
3315,2012-11-11,Kitchen appliances,Night,435840.33341998374,04,November,Sunday
3316,2012-11-11,Lamp,Afternoon,94903.51890000154,04,November,Sunday
3317,2012-11-11,Lamp,Evening,56780.00301999989,04,November,Sunday
3318,2012-11-11,Lamp,Morning,83631.88622000179,04,November,Sunday
3319,2012-11-11,Lamp,Night,35772.070660000216,04,November,Sunday
3320,2012-11-11,Stereo and laptop,Afternoon,0.0,04,November,Sunday
3321,2012-11-11,Stereo and laptop,Evening,0.0,04,November,Sunday
3322,2012-11-11,Stereo and laptop,Morning,0.0,04,November,Sunday
3323,2012-11-11,Stereo and laptop,Night,0.0,04,November,Sunday
3324,2012-11-12,Entertainment,Afternoon,1442494.7069599938,04,November,Monday
3325,2012-11-12,Entertainment,Evening,1146126.634740036,04,November,Monday
3326,2012-11-12,Entertainment,Morning,374298.63525997923,04,November,Monday
3327,2012-11-12,Entertainment,Night,906925.5174200115,04,November,Monday
3328,2012-11-12,Freezer,Afternoon,3603430.7842000215,04,November,Monday
3329,2012-11-12,Freezer,Evening,2997195.9118999997,04,November,Monday
3330,2012-11-12,Freezer,Morning,4904188.884599981,04,November,Monday
3331,2012-11-12,Freezer,Night,5705872.087200071,04,November,Monday
3332,2012-11-12,Fridge,Afternoon,513706.57681000535,04,November,Monday
3333,2012-11-12,Fridge,Evening,387056.6980600025,04,November,Monday
3334,2012-11-12,Fridge,Morning,663264.2403800049,04,November,Monday
3335,2012-11-12,Fridge,Night,706702.0357500038,04,November,Monday
3336,2012-11-12,Kitchen appliances,Afternoon,9355.656360000048,04,November,Monday
3337,2012-11-12,Kitchen appliances,Evening,357457.49989998573,04,November,Monday
3338,2012-11-12,Kitchen appliances,Morning,311270.58413999045,04,November,Monday
3339,2012-11-12,Kitchen appliances,Night,14601.373120000075,04,November,Monday
3340,2012-11-12,Lamp,Afternoon,47785.24240000017,04,November,Monday
3341,2012-11-12,Lamp,Evening,32267.642979999997,04,November,Monday
3342,2012-11-12,Lamp,Morning,90897.02652,04,November,Monday
3343,2012-11-12,Lamp,Night,74802.58002000001,04,November,Monday
3344,2012-11-12,Stereo and laptop,Afternoon,0.0,04,November,Monday
3345,2012-11-12,Stereo and laptop,Evening,0.0,04,November,Monday
3346,2012-11-12,Stereo and laptop,Morning,0.0,04,November,Monday
3347,2012-11-12,Stereo and laptop,Night,0.0,04,November,Monday
3348,2012-11-13,Entertainment,Afternoon,276134.401899987,04,November,Tuesday
3349,2012-11-13,Entertainment,Evening,1203653.2535400228,04,November,Tuesday
3350,2012-11-13,Entertainment,Morning,274918.31147998315,04,November,Tuesday
3351,2012-11-13,Entertainment,Night,916870.063600025,04,November,Tuesday
3352,2012-11-13,Freezer,Afternoon,3639335.493100035,04,November,Tuesday
3353,2012-11-13,Freezer,Evening,2774676.8707000557,04,November,Tuesday
3354,2012-11-13,Freezer,Morning,5143645.887700057,04,November,Tuesday
3355,2012-11-13,Freezer,Night,5709598.959900067,04,November,Tuesday
3356,2012-11-13,Fridge,Afternoon,500927.5993700036,04,November,Tuesday
3357,2012-11-13,Fridge,Evening,389810.07129000424,04,November,Tuesday
3358,2012-11-13,Fridge,Morning,612941.6678000026,04,November,Tuesday
3359,2012-11-13,Fridge,Night,750054.8809300056,04,November,Tuesday
3360,2012-11-13,Kitchen appliances,Afternoon,9663.109080000051,04,November,Tuesday
3361,2012-11-13,Kitchen appliances,Evening,301843.00361998775,04,November,Tuesday
3362,2012-11-13,Kitchen appliances,Morning,315511.03631999105,04,November,Tuesday
3363,2012-11-13,Kitchen appliances,Night,14212.110240000073,04,November,Tuesday
3364,2012-11-13,Lamp,Afternoon,29617.460400000164,04,November,Tuesday
3365,2012-11-13,Lamp,Evening,56082.13502000007,04,November,Tuesday
3366,2012-11-13,Lamp,Morning,62014.92110000002,04,November,Tuesday
3367,2012-11-13,Lamp,Night,35557.772380000264,04,November,Tuesday
3368,2012-11-13,Stereo and laptop,Afternoon,0.0,04,November,Tuesday
3369,2012-11-13,Stereo and laptop,Evening,0.0,04,November,Tuesday
3370,2012-11-13,Stereo and laptop,Morning,0.0,04,November,Tuesday
3371,2012-11-13,Stereo and laptop,Night,0.0,04,November,Tuesday
3372,2012-11-14,Entertainment,Afternoon,891268.3303399822,04,November,Wednesday
3373,2012-11-14,Entertainment,Evening,1143634.3216400072,04,November,Wednesday
3374,2012-11-14,Entertainment,Morning,272418.4801799823,04,November,Wednesday
3375,2012-11-14,Entertainment,Night,731959.4694000279,04,November,Wednesday
3376,2012-11-14,Freezer,Afternoon,3543133.2999000507,04,November,Wednesday
3377,2012-11-14,Freezer,Evening,3046876.75679999,04,November,Wednesday
3378,2012-11-14,Freezer,Morning,4864222.5795000065,04,November,Wednesday
3379,2012-11-14,Freezer,Night,5680910.439300089,04,November,Wednesday
3380,2012-11-14,Fridge,Afternoon,445710.5547600049,04,November,Wednesday
3381,2012-11-14,Fridge,Evening,462324.54366000614,04,November,Wednesday
3382,2012-11-14,Fridge,Morning,683960.2846100063,04,November,Wednesday
3383,2012-11-14,Fridge,Night,733500.6128700047,04,November,Wednesday
3384,2012-11-14,Kitchen appliances,Afternoon,180764.08807999713,04,November,Wednesday
3385,2012-11-14,Kitchen appliances,Evening,634611.4498999813,04,November,Wednesday
3386,2012-11-14,Kitchen appliances,Morning,337453.2991799918,04,November,Wednesday
3387,2012-11-14,Kitchen appliances,Night,14450.346000000076,04,November,Wednesday
3388,2012-11-14,Lamp,Afternoon,88620.63420000151,04,November,Wednesday
3389,2012-11-14,Lamp,Evening,58819.32296000086,04,November,Wednesday
3390,2012-11-14,Lamp,Morning,77427.82120000085,04,November,Wednesday
3391,2012-11-14,Lamp,Night,55204.56080000054,04,November,Wednesday
3392,2012-11-14,Stereo and laptop,Afternoon,37211.2304800003,04,November,Wednesday
3393,2012-11-14,Stereo and laptop,Evening,284378.33158000035,04,November,Wednesday
3394,2012-11-14,Stereo and laptop,Morning,624.5844899999997,04,November,Wednesday
3395,2012-11-14,Stereo and laptop,Night,65173.72682000191,04,November,Wednesday
3396,2012-11-14,Tablet,Afternoon,197062.47292000405,04,November,Wednesday
3397,2012-11-14,Tablet,Evening,0.0,04,November,Wednesday
3398,2012-11-14,Tablet,Morning,0.0,04,November,Wednesday
3399,2012-11-14,Tablet,Night,0.0,04,November,Wednesday
3400,2012-11-15,Entertainment,Afternoon,1052430.3500399943,04,November,Thursday
3401,2012-11-15,Entertainment,Evening,1320669.946420018,04,November,Thursday
3402,2012-11-15,Entertainment,Morning,389641.26079997927,04,November,Thursday
3403,2012-11-15,Entertainment,Night,701046.8599599901,04,November,Thursday
3404,2012-11-15,Freezer,Afternoon,3617054.9526000405,04,November,Thursday
3405,2012-11-15,Freezer,Evening,2834885.687700034,04,November,Thursday
3406,2012-11-15,Freezer,Morning,5216388.426900057,04,November,Thursday
3407,2012-11-15,Freezer,Night,5779731.847000041,04,November,Thursday
3408,2012-11-15,Fridge,Afternoon,496523.3194700056,04,November,Thursday
3409,2012-11-15,Fridge,Evening,350238.47285000136,04,November,Thursday
3410,2012-11-15,Fridge,Morning,634036.2086200053,04,November,Thursday
3411,2012-11-15,Fridge,Night,688856.6761200046,04,November,Thursday
3412,2012-11-15,Kitchen appliances,Afternoon,9385.96860000005,04,November,Thursday
